- - [17/Aug/2020:00:43:44] "GET /product.screen?productId=SC-MG-G10&JSESSIONID=SD1SL8FF1ADFF6640 HTTP 1.1" 200 2025 "http://www.buttercupgames.com/category.screen?categoryId=SIMULATION" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 506
- - [17/Aug/2020:00:43:45] "POST /cart.do?action=addtocart&itemId=EST-16&productId=SC-MG-G10&JSESSIONID=SD1SL8FF1ADFF6640 HTTP 1.1" 200 3384 "http://www.buttercupgames.com/product.screen?productId=SC-MG-G10" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 609
- - [17/Aug/2020:00:43:46] "POST /cart.do?action=purchase&itemId=EST-16&JSESSIONID=SD1SL8FF1ADFF6640 HTTP 1.1" 200 2480 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-16&categoryId=SIMULATION&productId=SC-MG-G10" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 424
- - [17/Aug/2020:00:43:46] "POST /cart/success.do?JSESSIONID=SD1SL8FF1ADFF6640 HTTP 1.1" 200 2723 "http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-16" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 859
- - [17/Aug/2020:00:43:45] "GET /category.screen?categoryId=ARCADE&JSESSIONID=SD1SL8FF1ADFF6640 HTTP 1.1" 200 3215 "http://www.buttercupgames.com/cart.do?action=view&itemId=EST-15&productId=MB-AG-G07" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 588
- - [17/Aug/2020:00:43:45] "GET /oldlink?itemId=EST-12&JSESSIONID=SD1SL8FF1ADFF6640 HTTP 1.1" 503 3923 "http://www.buttercupgames.com/product.screen?productId=SF-BVS-G01" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 700
- - [17/Aug/2020:10:16:04] "GET /category.screen?categoryId=STRATEGY&JSESSIONID=SD8SL2FF4ADFF9473 HTTP 1.1" 200 303 "http://www.google.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 138
- - [17/Aug/2020:22:06:55] "GET /oldlink?itemId=EST-13&JSESSIONID=SD9SL10FF3ADFF12865 HTTP 1.1" 200 3945 "http://www.google.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; MS-RTC LM 8; InfoPath.2)" 833
- - [17/Aug/2020:22:06:56] "GET /product.screen?productId=SF-BVS-G01&JSESSIONID=SD9SL10FF3ADFF12865 HTTP 1.1" 408 2083 "http://www.buttercupgames.com/product.screen?productId=SF-BVS-G01" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; MS-RTC LM 8; InfoPath.2)" 949
- - [17/Aug/2020:22:06:57] "GET /product.screen?productId=MB-AG-T01&JSESSIONID=SD9SL10FF3ADFF12865 HTTP 1.1" 200 2264 "http://www.buttercupgames.com/cart.do?action=view&itemId=EST-16&productId=MB-AG-T01" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; MS-RTC LM 8; InfoPath.2)" 900
- - [17/Aug/2020:22:06:58] "GET /category.screen?categoryId=SIMULATION&JSESSIONID=SD9SL10FF3ADFF12865 HTTP 1.1" 200 3814 "http://www.buttercupgames.com/category.screen?categoryId=SIMULATION" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; MS-RTC LM 8; InfoPath.2)" 895
- - [17/Aug/2020:22:06:58] "GET /product.screen?productId=FI-AG-G08&JSESSIONID=SD9SL10FF3ADFF12865 HTTP 1.1" 200 1826 "http://www.buttercupgames.com/category.screen?categoryId=ARCADE" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; MS-RTC LM 8; InfoPath.2)" 572
- - [17/Aug/2020:22:06:59] "GET /product.screen?productId=SF-BVS-G01&JSESSIONID=SD9SL10FF3ADFF12865 HTTP 1.1" 500 1512 "http://www.buttercupgames.com/oldlink?itemId=EST-14" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; MS-RTC LM 8; InfoPath.2)" 847
- - [18/Aug/2020:04:44:24] "GET /cart.do?action=changequantity&itemId=EST-19&productId=WC-SH-T02&JSESSIONID=SD7SL4FF7ADFF15191 HTTP 1.1" 200 2269 "http://www.yahoo.com" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 539
- - [18/Aug/2020:04:44:25] "GET /product.screen?productId=DB-SG-G01&JSESSIONID=SD7SL4FF7ADFF15191 HTTP 1.1" 200 580 "http://www.buttercupgames.com/category.screen?categoryId=STRATEGY" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 789
- - [18/Aug/2020:04:44:26] "GET /oldlink?itemId=EST-11&JSESSIONID=SD7SL4FF7ADFF15191 HTTP 1.1" 200 1467 "http://www.buttercupgames.com/oldlink?itemId=EST-11" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 225
