- - [16/Aug/2020:21:30:16] "GET /cart.do?action=addtocart&itemId=EST-16&productId=DB-SG-G01&JSESSIONID=SD2SL1FF8ADFF5783 HTTP 1.1" 200 795 "http://www.google.com" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)" 785
- - [17/Aug/2020:22:36:06] "GET /oldlink?itemId=EST-16&JSESSIONID=SD2SL3FF6ADFF13012 HTTP 1.1" 200 843 "http://www.buttercupgames.com" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 363
- - [17/Aug/2020:22:36:07] "GET /category.screen?categoryId=STRATEGY&JSESSIONID=SD2SL3FF6ADFF13012 HTTP 1.1" 200 3332 "http://www.buttercupgames.com/product.screen?productId=DB-SG-G01" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 764
- - [17/Aug/2020:22:36:07] "GET /cart.do?action=addtocart&itemId=EST-7&productId=MB-AG-T01&JSESSIONID=SD2SL3FF6ADFF13012 HTTP 1.1" 200 2084 "http://www.buttercupgames.com/product.screen?productId=MB-AG-T01" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 394
- - [17/Aug/2020:22:36:08] "GET /product.screen?productId=DB-SG-G01&JSESSIONID=SD2SL3FF6ADFF13012 HTTP 1.1" 200 760 "http://www.buttercupgames.com/category.screen?categoryId=STRATEGY" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 396
- - [17/Aug/2020:22:36:09] "GET /oldlink?itemId=EST-7&JSESSIONID=SD2SL3FF6ADFF13012 HTTP 1.1" 200 3081 "http://www.buttercupgames.com/category.screen?categoryId=SHOOTER" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 387
- - [17/Aug/2020:22:36:09] "GET /cart.do?action=view&itemId=EST-26&productId=BS-AG-G09&JSESSIONID=SD2SL3FF6ADFF13012 HTTP 1.1" 200 2180 "http://www.buttercupgames.com/oldlink?itemId=EST-26" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 961
- - [17/Aug/2020:22:36:10] "GET /oldlink?itemId=EST-19&JSESSIONID=SD2SL3FF6ADFF13012 HTTP 1.1" 200 2840 "http://www.buttercupgames.com/category.screen?categoryId=TEE" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 141
- - [17/Aug/2020:22:36:10] "GET /category.screen?categoryId=STRATEGY&JSESSIONID=SD2SL3FF6ADFF13012 HTTP 1.1" 200 2775 "http://www.buttercupgames.com/cart.do?action=view&itemId=EST-6&productId=DB-SG-G01" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 291
- - [17/Aug/2020:22:36:12] "POST /product.screen?productId=WC-SH-T02&JSESSIONID=SD2SL3FF6ADFF13012 HTTP 1.1" 200 3343 "http://www.buttercupgames.com/product.screen?productId=WC-SH-T02" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 732
- - [17/Aug/2020:22:36:12] "GET /product.screen?productId=CU-PG-G06&JSESSIONID=SD2SL3FF6ADFF13012 HTTP 1.1" 200 1992 "http://www.buttercupgames.com/category.screen?categoryId=SPORTS" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 302
