- - [17/Aug/2020:03:10:24] "GET /product.screen?productId=FI-AG-G08&JSESSIONID=SD3SL8FF2ADFF7488 HTTP 1.1" 200 1204 "http://www.buttercupgames.com/category.screen?categoryId=ARCADE" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 578
- - [17/Aug/2020:03:10:25] "POST /cart.do?action=addtocart&itemId=EST-11&productId=FI-AG-G08&JSESSIONID=SD3SL8FF2ADFF7488 HTTP 1.1" 200 1087 "http://www.buttercupgames.com/product.screen?productId=FI-AG-G08" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 695
- - [17/Aug/2020:03:10:25] "POST /cart.do?action=purchase&itemId=EST-11&JSESSIONID=SD3SL8FF2ADFF7488 HTTP 1.1" 200 1789 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-11&categoryId=ARCADE&productId=FI-AG-G08" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 647
- - [17/Aug/2020:03:10:25] "POST /cart/success.do?JSESSIONID=SD3SL8FF2ADFF7488 HTTP 1.1" 200 2525 "http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-11" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 274
- - [17/Aug/2020:03:10:25] "GET /product.screen?productId=WC-SH-T02&JSESSIONID=SD3SL8FF2ADFF7488 HTTP 1.1" 200 2722 "http://www.buttercupgames.com/category.screen?categoryId=TEE" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 372
- - [17/Aug/2020:03:10:25] "POST /cart.do?action=addtocart&itemId=EST-13&productId=WC-SH-T02&JSESSIONID=SD3SL8FF2ADFF7488 HTTP 1.1" 200 1912 "http://www.buttercupgames.com/product.screen?productId=WC-SH-T02" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 538
- - [17/Aug/2020:03:10:26] "POST /cart.do?action=purchase&itemId=EST-13&JSESSIONID=SD3SL8FF2ADFF7488 HTTP 1.1" 200 3441 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-13&categoryId=TEE&productId=WC-SH-T02" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 173
- - [17/Aug/2020:03:10:26] "POST /cart/success.do?JSESSIONID=SD3SL8FF2ADFF7488 HTTP 1.1" 200 1882 "http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-13" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 390
- - [17/Aug/2020:16:26:59] "GET /product.screen?productId=DB-SG-G01&JSESSIONID=SD10SL2FF7ADFF11228 HTTP 1.1" 200 1807 "http://www.google.com" "Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3" 943
- - [17/Aug/2020:16:27:00] "GET /cart.do?action=addtocart&itemId=EST-19&JSESSIONID=SD10SL2FF7ADFF11228 HTTP 1.1" 503 2126 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-19" "Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3" 796
- - [18/Aug/2020:08:59:54] "GET /product.screen?productId=FS-SG-G03&JSESSIONID=SD10SL4FF5ADFF16270 HTTP 1.1" 200 3702 "http://www.google.com" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5" 985
- - [18/Aug/2020:08:59:55] "GET /oldlink?itemId=EST-6&JSESSIONID=SD10SL4FF5ADFF16270 HTTP 1.1" 200 3633 "http://www.buttercupgames.com/oldlink?itemId=EST-6" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5" 849
- - [18/Aug/2020:12:36:17] "GET /category.screen?categoryId=SHOOTER&JSESSIONID=SD6SL9FF7ADFF17253 HTTP 1.1" 200 1990 "http://www.buttercupgames.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1; .NET4.0C; .NET4.0E; MS-RTC LM 8)" 393
- - [18/Aug/2020:12:36:18] "POST /category.screen?categoryId=NULL&JSESSIONID=SD6SL9FF7ADFF17253 HTTP 1.1" 505 2037 "http://www.buttercupgames.com/product.screen?productId=SF-BVS-G01" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1; .NET4.0C; .NET4.0E; MS-RTC LM 8)" 435
- - [18/Aug/2020:12:36:20] "GET /oldlink?itemId=EST-18&JSESSIONID=SD6SL9FF7ADFF17253 HTTP 1.1" 200 3726 "http://www.buttercupgames.com/product.screen?productId=DB-SG-G01" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1; .NET4.0C; .NET4.0E; MS-RTC LM 8)" 468
- - [19/Aug/2020:18:16:46] "POST /product.screen?productId=DB-SG-G01&JSESSIONID=SD0SL2FF9ADFF26025 HTTP 1.1" 200 3653 "http://www.google.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 285
- - [19/Aug/2020:18:16:47] "POST /product.screen?productId=WC-SH-A02&JSESSIONID=SD0SL2FF9ADFF26025 HTTP 1.1" 200 845 "http://www.buttercupgames.com/product.screen?productId=WC-SH-A02" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 163
- - [19/Aug/2020:18:16:47] "GET /category.screen?categoryId=SIMULATION&JSESSIONID=SD0SL2FF9ADFF26025 HTTP 1.1" 200 2094 "http://www.buttercupgames.com/oldlink?itemId=EST-17" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 513
- - [19/Aug/2020:18:16:49] "GET /category.screen?categoryId=SIMULATION&JSESSIONID=SD0SL2FF9ADFF26025 HTTP 1.1" 200 1957 "http://www.buttercupgames.com/cart.do?action=view&itemId=EST-18&productId=SC-MG-G10" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 952
