- - [17/Aug/2020:22:21:20] "GET /product.screen?productId=WC-SH-A02&JSESSIONID=SD0SL6FF10ADFF12926 HTTP 1.1" 200 838 "http://www.google.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1; .NET4.0C; .NET4.0E; MS-RTC LM 8)" 436
- - [17/Aug/2020:22:21:20] "GET /oldlink?itemId=EST-19&JSESSIONID=SD0SL6FF10ADFF12926 HTTP 1.1" 505 1081 "http://www.buttercupgames.com/product.screen?productId=SF-BVS-G01" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1; .NET4.0C; .NET4.0E; MS-RTC LM 8)" 190
- - [17/Aug/2020:22:21:22] "POST /cart.do?action=view&itemId=EST-27&productId=BS-AG-G09&JSESSIONID=SD0SL6FF10ADFF12926 HTTP 1.1" 200 3192 "http://www.buttercupgames.com/category.screen?categoryId=ARCADE" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1; .NET4.0C; .NET4.0E; MS-RTC LM 8)" 957
- - [17/Aug/2020:22:21:22] "POST /category.screen?categoryId=SHOOTER&JSESSIONID=SD0SL6FF10ADFF12926 HTTP 1.1" 200 1010 "http://www.buttercupgames.com/oldlink?itemId=EST-14" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1; .NET4.0C; .NET4.0E; MS-RTC LM 8)" 273
- - [17/Aug/2020:22:21:22] "GET /product.screen?productId=DB-SG-G01&JSESSIONID=SD0SL6FF10ADFF12926 HTTP 1.1" 200 3754 "http://www.buttercupgames.com/category.screen?categoryId=STRATEGY" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1; .NET4.0C; .NET4.0E; MS-RTC LM 8)" 111
- - [17/Aug/2020:22:21:24] "POST /cart.do?action=addtocart&itemId=EST-16&productId=DB-SG-G01&JSESSIONID=SD0SL6FF10ADFF12926 HTTP 1.1" 200 2429 "http://www.buttercupgames.com/product.screen?productId=DB-SG-G01" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1; .NET4.0C; .NET4.0E; MS-RTC LM 8)" 876
- - [17/Aug/2020:22:21:24] "POST /cart.do?action=purchase&itemId=EST-16&JSESSIONID=SD0SL6FF10ADFF12926 HTTP 1.1" 503 2048 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-16&categoryId=STRATEGY&productId=DB-SG-G01" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1; .NET4.0C; .NET4.0E; MS-RTC LM 8)" 377
- - [17/Aug/2020:23:22:31] "POST /oldlink?itemId=EST-16&JSESSIONID=SD1SL2FF2ADFF13273 HTTP 1.1" 200 487 "http://www.yahoo.com" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)" 966
- - [17/Aug/2020:23:22:33] "GET /product.screen?productId=WC-SH-A01&JSESSIONID=SD1SL2FF2ADFF13273 HTTP 1.1" 200 3462 "http://www.buttercupgames.com/category.screen?categoryId=ACCESSORIES" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)" 662
- - [17/Aug/2020:23:22:33] "POST /cart.do?action=addtocart&itemId=EST-13&productId=WC-SH-A01&JSESSIONID=SD1SL2FF2ADFF13273 HTTP 1.1" 200 3600 "http://www.buttercupgames.com/product.screen?productId=WC-SH-A01" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)" 635
- - [17/Aug/2020:23:22:35] "POST /cart.do?action=purchase&itemId=EST-13&JSESSIONID=SD1SL2FF2ADFF13273 HTTP 1.1" 200 810 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-13&categoryId=ACCESSORIES&productId=WC-SH-A01" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)" 711
- - [17/Aug/2020:23:22:35] "POST /cart/success.do?JSESSIONID=SD1SL2FF2ADFF13273 HTTP 1.1" 200 3115 "http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-13" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)" 704
- - [17/Aug/2020:23:22:34] "GET /cart.do?action=remove&itemId=EST-17&productId=FS-SG-G03&JSESSIONID=SD1SL2FF2ADFF13273 HTTP 1.1" 200 2566 "http://www.buttercupgames.com/product.screen?productId=FS-SG-G03" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)" 270
