- - [18/Aug/2020:03:37:14] "GET /cart.do?action=view&itemId=EST-16&productId=WC-SH-G04&JSESSIONID=SD8SL7FF4ADFF14855 HTTP 1.1" 200 2931 "http://www.buttercupgames.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 392
- - [18/Aug/2020:03:37:14] "GET /product.screen?productId=MB-AG-G07&JSESSIONID=SD8SL7FF4ADFF14855 HTTP 1.1" 200 2035 "http://www.buttercupgames.com/category.screen?categoryId=ARCADE" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 277
- - [18/Aug/2020:03:37:15] "POST /product.screen?productId=WC-SH-A02&JSESSIONID=SD8SL7FF4ADFF14855 HTTP 1.1" 200 3539 "http://www.buttercupgames.com/category.screen?categoryId=ACCESSORIES" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 110
- - [18/Aug/2020:03:37:15] "POST /cart.do?action=addtocart&itemId=EST-26&productId=WC-SH-A02&JSESSIONID=SD8SL7FF4ADFF14855 HTTP 1.1" 200 1314 "http://www.buttercupgames.com/product.screen?productId=WC-SH-A02" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 182
- - [18/Aug/2020:03:37:16] "POST /cart.do?action=purchase&itemId=EST-26&JSESSIONID=SD8SL7FF4ADFF14855 HTTP 1.1" 200 3985 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-26&categoryId=ACCESSORIES&productId=WC-SH-A02" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 841
- - [18/Aug/2020:03:37:16] "POST /cart/success.do?JSESSIONID=SD8SL7FF4ADFF14855 HTTP 1.1" 200 1546 "http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-26" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 497
- - [18/Aug/2020:03:37:15] "GET /product.screen?productId=PZ-SG-G05&JSESSIONID=SD8SL7FF4ADFF14855 HTTP 1.1" 200 3427 "http://www.buttercupgames.com/category.screen?categoryId=STRATEGY" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 394
- - [18/Aug/2020:03:37:16] "POST /cart.do?action=addtocart&itemId=EST-16&productId=PZ-SG-G05&JSESSIONID=SD8SL7FF4ADFF14855 HTTP 1.1" 200 3230 "http://www.buttercupgames.com/product.screen?productId=PZ-SG-G05" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 792
- - [18/Aug/2020:03:37:17] "POST /cart.do?action=purchase&itemId=EST-16&JSESSIONID=SD8SL7FF4ADFF14855 HTTP 1.1" 200 2622 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-16&categoryId=STRATEGY&productId=PZ-SG-G05" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 811
- - [18/Aug/2020:03:37:17] "POST /cart/success.do?JSESSIONID=SD8SL7FF4ADFF14855 HTTP 1.1" 200 1313 "http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-16" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 376
- - [18/Aug/2020:03:37:16] "POST /category.screen?categoryId=STRATEGY&JSESSIONID=SD8SL7FF4ADFF14855 HTTP 1.1" 200 3814 "http://www.buttercupgames.com/product.screen?productId=FS-SG-G03" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 506
- - [18/Aug/2020:03:37:17] "GET /product.screen?productId=FS-SG-G03&JSESSIONID=SD8SL7FF4ADFF14855 HTTP 1.1" 200 3837 "http://www.buttercupgames.com/product.screen?productId=FS-SG-G03" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 815
