- - [17/Aug/2020:03:15:36] "GET /oldlink?itemId=EST-15&JSESSIONID=SD8SL1FF5ADFF7547 HTTP 1.1" 200 1016 "http://www.google.com" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 199
- - [17/Aug/2020:03:15:36] "GET /category.screen?categoryId=SHOOTER&JSESSIONID=SD8SL1FF5ADFF7547 HTTP 1.1" 200 3934 "http://www.buttercupgames.com/product.screen?productId=WC-SH-G04" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 346
- - [18/Aug/2020:01:42:50] "GET /oldlink?itemId=EST-27&JSESSIONID=SD3SL8FF2ADFF14101 HTTP 1.1" 200 2343 "http://www.yahoo.com" "Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3" 390
- - [18/Aug/2020:01:42:51] "GET /product.screen?productId=WC-SH-G04&JSESSIONID=SD3SL8FF2ADFF14101 HTTP 1.1" 200 803 "http://www.buttercupgames.com/product.screen?productId=WC-SH-G04" "Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3" 864
- - [18/Aug/2020:01:42:52] "POST /cart.do?action=remove&itemId=EST-13&productId=WC-SH-A01&JSESSIONID=SD3SL8FF2ADFF14101 HTTP 1.1" 200 842 "http://www.buttercupgames.com/product.screen?productId=WC-SH-A01" "Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3" 413
- - [18/Aug/2020:01:42:52] "GET /oldlink?itemId=EST-12&JSESSIONID=SD3SL8FF2ADFF14101 HTTP 1.1" 400 3357 "http://www.buttercupgames.com/oldlink?itemId=EST-12" "Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3" 555
- - [18/Aug/2020:01:42:53] "POST /oldlink?itemId=EST-26&JSESSIONID=SD3SL8FF2ADFF14101 HTTP 1.1" 200 2691 "http://www.buttercupgames.com/oldlink?itemId=EST-26" "Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3" 1000
- - [18/Aug/2020:01:42:54] "GET /category.screen?categoryId=NULL&JSESSIONID=SD3SL8FF2ADFF14101 HTTP 1.1" 408 3432 "http://www.buttercupgames.com/product.screen?productId=SF-BVS-G01" "Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3" 761
- - [18/Aug/2020:01:42:54] "GET /category.screen?categoryId=ARCADE&JSESSIONID=SD3SL8FF2ADFF14101 HTTP 1.1" 200 2457 "http://www.buttercupgames.com/category.screen?categoryId=ARCADE" "Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3" 175
- - [18/Aug/2020:01:42:55] "GET /category.screen?categoryId=ARCADE&JSESSIONID=SD3SL8FF2ADFF14101 HTTP 1.1" 200 2617 "http://www.buttercupgames.com/oldlink?itemId=EST-15" "Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3" 972
- - [18/Aug/2020:01:42:56] "GET /cart.do?action=remove&itemId=EST-11&productId=MB-AG-G07&JSESSIONID=SD3SL8FF2ADFF14101 HTTP 1.1" 200 1125 "http://www.buttercupgames.com/product.screen?productId=MB-AG-G07" "Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3" 583
- - [18/Aug/2020:01:42:57] "GET /oldlink?itemId=EST-6&JSESSIONID=SD3SL8FF2ADFF14101 HTTP 1.1" 406 2114 "http://www.buttercupgames.com/category.screen?categoryId=NULL" "Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3" 599
- - [18/Aug/2020:01:42:57] "GET /product.screen?productId=FS-SG-G03&JSESSIONID=SD3SL8FF2ADFF14101 HTTP 1.1" 200 283 "http://www.buttercupgames.com/product.screen?productId=FS-SG-G03" "Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3" 122
- - [18/Aug/2020:23:02:22] "GET /product.screen?productId=WC-SH-A02&JSESSIONID=SD0SL1FF2ADFF20289 HTTP 1.1" 200 2716 "http://www.buttercupgames.com" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.38 Safari/533.4" 838
- - [18/Aug/2020:23:02:23] "GET /product.screen?productId=CU-PG-G06&JSESSIONID=SD0SL1FF2ADFF20289 HTTP 1.1" 200 2360 "http://www.buttercupgames.com/product.screen?productId=CU-PG-G06" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.38 Safari/533.4" 890
- - [20/Aug/2020:02:29:28] "GET /product.screen?productId=DB-SG-G01&JSESSIONID=SD8SL6FF2ADFF28354 HTTP 1.1" 200 1168 "http://www.buttercupgames.com/category.screen?categoryId=STRATEGY" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 972
- - [20/Aug/2020:02:29:28] "POST /cart.do?action=addtocart&itemId=EST-19&productId=DB-SG-G01&JSESSIONID=SD8SL6FF2ADFF28354 HTTP 1.1" 200 1935 "http://www.buttercupgames.com/product.screen?productId=DB-SG-G01" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 526
- - [20/Aug/2020:02:29:29] "POST /cart.do?action=purchase&itemId=EST-19&JSESSIONID=SD8SL6FF2ADFF28354 HTTP 1.1" 200 710 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-19&categoryId=STRATEGY&productId=DB-SG-G01" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 150
- - [20/Aug/2020:02:29:30] "POST /cart/success.do?JSESSIONID=SD8SL6FF2ADFF28354 HTTP 1.1" 200 963 "http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-19" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 873
- - [20/Aug/2020:02:29:28] "GET /category.screen?categoryId=STRATEGY&JSESSIONID=SD8SL6FF2ADFF28354 HTTP 1.1" 200 2196 "http://www.buttercupgames.com/product.screen?productId=DB-SG-G01" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 641
- - [20/Aug/2020:02:29:29] "GET /cart.do?action=view&itemId=EST-14&productId=FS-SG-G03&JSESSIONID=SD8SL6FF2ADFF28354 HTTP 1.1" 200 3143 "http://www.buttercupgames.com/product.screen?productId=FS-SG-G03" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 500
