- - [16/Aug/2020:19:08:34] "POST /category.screen?categoryId=TEE&JSESSIONID=SD0SL3FF2ADFF5170 HTTP 1.1" 200 769 "http://www.google.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 242
- - [16/Aug/2020:19:08:36] "GET /category.screen?categoryId=ACCESSORIES&JSESSIONID=SD0SL3FF2ADFF5170 HTTP 1.1" 200 306 "http://www.buttercupgames.com/oldlink?itemId=EST-27" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 362
- - [16/Aug/2020:19:08:37] "POST /product.screen?productId=PZ-SG-G05&JSESSIONID=SD0SL3FF2ADFF5170 HTTP 1.1" 200 2602 "http://www.buttercupgames.com/category.screen?categoryId=STRATEGY" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 353
- - [16/Aug/2020:19:08:37] "GET /category.screen?categoryId=STRATEGY&JSESSIONID=SD0SL3FF2ADFF5170 HTTP 1.1" 200 3446 "http://www.buttercupgames.com/product.screen?productId=DC-SG-G02" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 744
- - [17/Aug/2020:00:12:22] "GET /cart.do?action=view&itemId=EST-6&productId=MB-AG-T01&JSESSIONID=SD1SL6FF6ADFF6510 HTTP 1.1" 200 603 "http://www.buttercupgames.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 426
- - [17/Aug/2020:00:12:23] "GET /product.screen?productId=BS-AG-G09&JSESSIONID=SD1SL6FF6ADFF6510 HTTP 1.1" 200 1423 "http://www.buttercupgames.com/category.screen?categoryId=ARCADE" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 271
- - [17/Aug/2020:00:12:23] "POST /cart.do?action=addtocart&itemId=EST-21&productId=BS-AG-G09&JSESSIONID=SD1SL6FF6ADFF6510 HTTP 1.1" 200 2132 "http://www.buttercupgames.com/product.screen?productId=BS-AG-G09" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 183
- - [17/Aug/2020:00:12:24] "POST /cart.do?action=purchase&itemId=EST-21&JSESSIONID=SD1SL6FF6ADFF6510 HTTP 1.1" 200 1706 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-21&categoryId=ARCADE&productId=BS-AG-G09" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 801
- - [17/Aug/2020:00:12:24] "GET /category.screen?categoryId=NULL&JSESSIONID=SD1SL6FF6ADFF6510 HTTP 1.1" 500 849 "http://www.buttercupgames.com/oldlink?itemId=EST-21" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 907
- - [17/Aug/2020:00:12:25] "POST /cart.do?action=remove&itemId=EST-21&productId=WC-SH-A01&JSESSIONID=SD1SL6FF6ADFF6510 HTTP 1.1" 200 2525 "http://www.buttercupgames.com/product.screen?productId=WC-SH-A01" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 705
- - [17/Aug/2020:00:12:25] "GET /oldlink?itemId=EST-21&JSESSIONID=SD1SL6FF6ADFF6510 HTTP 1.1" 400 1530 "http://www.buttercupgames.com/cart.do?action=changequantity&itemId=EST-21" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 590
- - [17/Aug/2020:00:12:26] "GET /product.screen?productId=WC-SH-A02&JSESSIONID=SD1SL6FF6ADFF6510 HTTP 1.1" 200 1989 "http://www.buttercupgames.com/oldlink?itemId=EST-27" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 588
- - [17/Aug/2020:00:12:27] "GET show.do?productId=SF-BVS-01&JSESSIONID=SD1SL6FF6ADFF6510 HTTP 1.1" 404 1060 "http://www.buttercupgames.com/product.screen?productId=SF-BVS-G01" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 925
- - [17/Aug/2020:00:12:27] "GET /cart.do?action=view&itemId=EST-6&productId=WC-SH-A02&JSESSIONID=SD1SL6FF6ADFF6510 HTTP 1.1" 200 540 "http://www.buttercupgames.com/cart.do?action=view&itemId=EST-6&productId=WC-SH-A02" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 318
- - [17/Aug/2020:00:12:28] "POST /cart.do?action=addtocart&itemId=EST-14&productId=SC-MG-G10&JSESSIONID=SD1SL6FF6ADFF6510 HTTP 1.1" 200 487 "http://www.buttercupgames.com/oldlink?itemId=EST-14" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 989
- - [17/Aug/2020:00:12:28] "GET /productscreen.html?t=ou812&JSESSIONID=SD1SL6FF6ADFF6510 HTTP 1.1" 404 2360 "http://www.buttercupgames.com/oldlink?itemId=EST-11" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 826
- - [17/Aug/2020:00:12:29] "GET /product.screen?productId=WC-SH-A02&JSESSIONID=SD1SL6FF6ADFF6510 HTTP 1.1" 200 660 "http://www.buttercupgames.com/category.screen?categoryId=ACCESSORIES" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 800
- - [17/Aug/2020:00:12:29] "POST /cart.do?action=addtocart&itemId=EST-11&productId=WC-SH-G04&JSESSIONID=SD1SL6FF6ADFF6510 HTTP 1.1" 200 969 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-11&productId=WC-SH-G04" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 942
- - [17/Aug/2020:02:38:45] "GET /product.screen?productId=DB-SG-G01&JSESSIONID=SD6SL3FF8ADFF7274 HTTP 1.1" 200 943 "http://www.buttercupgames.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 121
- - [17/Aug/2020:02:38:46] "GET /cart.do?action=changequantity&itemId=EST-16&productId=WC-SH-G04&JSESSIONID=SD6SL3FF8ADFF7274 HTTP 1.1" 200 1415 "http://www.buttercupgames.com/oldlink?itemId=EST-16" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 994
- - [17/Aug/2020:02:38:46] "POST /product.screen?productId=WC-SH-A02&JSESSIONID=SD6SL3FF8ADFF7274 HTTP 1.1" 200 1665 "http://www.buttercupgames.com/category.screen?categoryId=ACCESSORIES" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 430
- - [17/Aug/2020:02:38:47] "POST /cart.do?action=addtocart&itemId=EST-11&productId=WC-SH-A02&JSESSIONID=SD6SL3FF8ADFF7274 HTTP 1.1" 200 2849 "http://www.buttercupgames.com/product.screen?productId=WC-SH-A02" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 247
- - [17/Aug/2020:02:38:48] "POST /cart.do?action=purchase&itemId=EST-11&JSESSIONID=SD6SL3FF8ADFF7274 HTTP 1.1" 200 1470 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-11&categoryId=ACCESSORIES&productId=WC-SH-A02" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 887
- - [17/Aug/2020:02:38:48] "POST /cart/success.do?JSESSIONID=SD6SL3FF8ADFF7274 HTTP 1.1" 200 2189 "http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-11" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 809
