- - [17/Aug/2020:16:55:57] "GET /oldlink?itemId=EST-18&JSESSIONID=SD6SL10FF6ADFF11363 HTTP 1.1" 200 2703 "http://www.yahoo.com" "Mozilla/5.0 (iPad; U; CPU OS 4_3_5 like Mac OS X; en-us) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8L1 Safari/6533.18.5" 252
- - [17/Aug/2020:16:55:58] "GET /product.screen?productId=DC-SG-G02&JSESSIONID=SD6SL10FF6ADFF11363 HTTP 1.1" 200 2503 "http://www.buttercupgames.com/category.screen?categoryId=STRATEGY" "Mozilla/5.0 (iPad; U; CPU OS 4_3_5 like Mac OS X; en-us) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8L1 Safari/6533.18.5" 224
- - [17/Aug/2020:16:55:58] "POST /cart.do?action=addtocart&itemId=EST-15&productId=DC-SG-G02&JSESSIONID=SD6SL10FF6ADFF11363 HTTP 1.1" 200 2525 "http://www.buttercupgames.com/product.screen?productId=DC-SG-G02" "Mozilla/5.0 (iPad; U; CPU OS 4_3_5 like Mac OS X; en-us) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8L1 Safari/6533.18.5" 283
- - [17/Aug/2020:16:56:00] "POST /cart.do?action=purchase&itemId=EST-15&JSESSIONID=SD6SL10FF6ADFF11363 HTTP 1.1" 200 2133 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-15&categoryId=STRATEGY&productId=DC-SG-G02" "Mozilla/5.0 (iPad; U; CPU OS 4_3_5 like Mac OS X; en-us) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8L1 Safari/6533.18.5" 202
- - [17/Aug/2020:16:56:00] "POST /cart/success.do?JSESSIONID=SD6SL10FF6ADFF11363 HTTP 1.1" 200 3303 "http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-15" "Mozilla/5.0 (iPad; U; CPU OS 4_3_5 like Mac OS X; en-us) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8L1 Safari/6533.18.5" 602
- - [17/Aug/2020:16:55:58] "POST /product.screen?productId=SF-BVS-G01&JSESSIONID=SD6SL10FF6ADFF11363 HTTP 1.1" 406 557 "http://www.buttercupgames.com/cart.do?action=view&itemId=EST-26" "Mozilla/5.0 (iPad; U; CPU OS 4_3_5 like Mac OS X; en-us) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8L1 Safari/6533.18.5" 477
- - [17/Aug/2020:16:55:59] "POST /category.screen?categoryId=TEE&JSESSIONID=SD6SL10FF6ADFF11363 HTTP 1.1" 200 2378 "http://www.buttercupgames.com/category.screen?categoryId=TEE" "Mozilla/5.0 (iPad; U; CPU OS 4_3_5 like Mac OS X; en-us) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8L1 Safari/6533.18.5" 280
- - [17/Aug/2020:16:56:00] "POST /category.screen?categoryId=NULL&JSESSIONID=SD6SL10FF6ADFF11363 HTTP 1.1" 400 711 "http://www.buttercupgames.com/product.screen?productId=SF-BVS-G01" "Mozilla/5.0 (iPad; U; CPU OS 4_3_5 like Mac OS X; en-us) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8L1 Safari/6533.18.5" 399
- - [17/Aug/2020:16:56:00] "GET /product.screen?productId=FI-AG-G08&JSESSIONID=SD6SL10FF6ADFF11363 HTTP 1.1" 200 1849 "http://www.buttercupgames.com/product.screen?productId=FI-AG-G08" "Mozilla/5.0 (iPad; U; CPU OS 4_3_5 like Mac OS X; en-us) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8L1 Safari/6533.18.5" 855
- - [19/Aug/2020:15:10:42] "GET /product.screen?productId=DB-SG-G01&JSESSIONID=SD9SL3FF3ADFF25019 HTTP 1.1" 200 1312 "http://www.buttercupgames.com/category.screen?categoryId=STRATEGY" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)" 940
- - [19/Aug/2020:15:10:43] "POST /cart.do?action=addtocart&itemId=EST-18&productId=DB-SG-G01&JSESSIONID=SD9SL3FF3ADFF25019 HTTP 1.1" 200 1342 "http://www.buttercupgames.com/product.screen?productId=DB-SG-G01" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)" 859
- - [19/Aug/2020:15:10:43] "POST /cart.do?action=purchase&itemId=EST-18&JSESSIONID=SD9SL3FF3ADFF25019 HTTP 1.1" 200 733 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-18&categoryId=STRATEGY&productId=DB-SG-G01" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)" 643
- - [19/Aug/2020:15:10:43] "POST /cart/error.do?msg=FormError&JSESSIONID=SD9SL3FF3ADFF25019 HTTP 1.1" 200 930 "http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-18" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)" 625
- - [19/Aug/2020:15:10:42] "GET /product.screen?productId=FI-AG-G08&JSESSIONID=SD9SL3FF3ADFF25019 HTTP 1.1" 200 2555 "http://www.buttercupgames.com/category.screen?categoryId=ARCADE" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)" 208
- - [19/Aug/2020:15:10:43] "GET /product.screen?productId=DC-SG-G02&JSESSIONID=SD9SL3FF3ADFF25019 HTTP 1.1" 200 1286 "http://www.buttercupgames.com/cart.do?action=view&itemId=EST-27&productId=DC-SG-G02" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)" 992
- - [19/Aug/2020:15:10:44] "GET /oldlink?itemId=EST-6&JSESSIONID=SD9SL3FF3ADFF25019 HTTP 1.1" 200 1486 "http://www.buttercupgames.com/category.screen?categoryId=ACCESSORIES" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)" 744
