- - [16/Aug/2020:19:43:16] "GET /oldlink?itemId=EST-17&JSESSIONID=SD8SL10FF4ADFF5315 HTTP 1.1" 200 2732 "http://www.yahoo.com" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5" 345
- - [16/Aug/2020:22:39:03] "GET /product.screen?productId=MB-AG-T01&JSESSIONID=SD7SL2FF8ADFF6045 HTTP 1.1" 200 1280 "http://www.buttercupgames.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 669
- - [17/Aug/2020:00:33:09] "POST /product.screen?productId=PZ-SG-G05&JSESSIONID=SD10SL3FF2ADFF6610 HTTP 1.1" 200 1963 "http://www.buttercupgames.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 426
- - [17/Aug/2020:00:33:10] "GET /product.screen?productId=DB-SG-G01&JSESSIONID=SD10SL3FF2ADFF6610 HTTP 1.1" 200 3492 "http://www.buttercupgames.com/product.screen?productId=DB-SG-G01" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 536
- - [17/Aug/2020:00:33:10] "GET /oldlink?itemId=EST-18&JSESSIONID=SD10SL3FF2ADFF6610 HTTP 1.1" 200 3286 "http://www.buttercupgames.com/oldlink?itemId=EST-18" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 186
- - [17/Aug/2020:00:33:11] "GET /oldlink?itemId=EST-6&JSESSIONID=SD10SL3FF2ADFF6610 HTTP 1.1" 200 845 "http://www.buttercupgames.com/oldlink?itemId=EST-6" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 413
- - [17/Aug/2020:00:33:12] "GET /cart.do?action=view&itemId=EST-16&JSESSIONID=SD10SL3FF2ADFF6610 HTTP 1.1" 500 3860 "http://www.buttercupgames.com/cart.do?action=view&itemId=EST-16" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 535
- - [17/Aug/2020:00:33:12] "GET /oldlink?itemId=EST-12&JSESSIONID=SD10SL3FF2ADFF6610 HTTP 1.1" 505 2697 "http://www.buttercupgames.com/category.screen?categoryId=NULL" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 830
- - [17/Aug/2020:00:33:12] "GET /product.screen?productId=WC-SH-G04&JSESSIONID=SD10SL3FF2ADFF6610 HTTP 1.1" 200 2572 "http://www.buttercupgames.com/category.screen?categoryId=SHOOTER" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 439
- - [17/Aug/2020:00:33:13] "GET /product.screen?productId=CU-PG-G06&JSESSIONID=SD10SL3FF2ADFF6610 HTTP 1.1" 200 1919 "http://www.buttercupgames.com/product.screen?productId=CU-PG-G06" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 278
- - [17/Aug/2020:01:09:16] "POST /product.screen?productId=WC-SH-A02&JSESSIONID=SD1SL8FF10ADFF6781 HTTP 1.1" 200 1277 "http://www.google.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 247
- - [17/Aug/2020:01:09:16] "GET /cart.do?action=view&itemId=EST-11&productId=MB-AG-T01&JSESSIONID=SD1SL8FF10ADFF6781 HTTP 1.1" 200 3900 "http://www.buttercupgames.com/product.screen?productId=MB-AG-T01" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 563
- - [17/Aug/2020:01:09:17] "GET /oldlink?itemId=EST-19&JSESSIONID=SD1SL8FF10ADFF6781 HTTP 1.1" 408 2017 "http://www.buttercupgames.com/cart.do?action=remove&itemId=EST-19" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 788
- - [17/Aug/2020:01:09:17] "GET /cart.do?action=purchase&itemId=EST-21&JSESSIONID=SD1SL8FF10ADFF6781 HTTP 1.1" 400 539 "http://www.buttercupgames.com/oldlink?itemId=EST-21" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 526
- - [17/Aug/2020:01:09:18] "GET /cart.do?action=view&itemId=EST-6&JSESSIONID=SD1SL8FF10ADFF6781 HTTP 1.1" 406 2801 "http://www.buttercupgames.com/cart.do?action=view&itemId=EST-6" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 577
- - [17/Aug/2020:01:09:18] "POST /cart.do?action=view&itemId=EST-21&productId=SC-MG-G10&JSESSIONID=SD1SL8FF10ADFF6781 HTTP 1.1" 200 2436 "http://www.buttercupgames.com/product.screen?productId=SC-MG-G10" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 971
- - [17/Aug/2020:01:09:19] "GET /product.screen?productId=SC-MG-G10&JSESSIONID=SD1SL8FF10ADFF6781 HTTP 1.1" 200 3195 "http://www.buttercupgames.com/category.screen?categoryId=SIMULATION" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 541
- - [17/Aug/2020:01:09:19] "POST /cart.do?action=addtocart&itemId=EST-11&productId=SC-MG-G10&JSESSIONID=SD1SL8FF10ADFF6781 HTTP 1.1" 200 2412 "http://www.buttercupgames.com/product.screen?productId=SC-MG-G10" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 469
- - [17/Aug/2020:01:09:20] "POST /cart.do?action=purchase&itemId=EST-11&JSESSIONID=SD1SL8FF10ADFF6781 HTTP 1.1" 200 2891 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-11&categoryId=SIMULATION&productId=SC-MG-G10" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 238
- - [17/Aug/2020:01:09:20] "POST /cart/error.do?msg=CanNotGetCart&JSESSIONID=SD1SL8FF10ADFF6781 HTTP 1.1" 200 2271 "http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-11" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 288
- - [17/Aug/2020:01:09:20] "POST /oldlink?itemId=EST-12&JSESSIONID=SD1SL8FF10ADFF6781 HTTP 1.1" 200 3832 "http://www.buttercupgames.com/category.screen?categoryId=STRATEGY" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 429
- - [17/Aug/2020:01:09:20] "POST /product.screen?productId=WC-SH-G04&JSESSIONID=SD1SL8FF10ADFF6781 HTTP 1.1" 200 2562 "http://www.buttercupgames.com/oldlink?itemId=EST-17" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 688
- - [17/Aug/2020:01:09:20] "GET /oldlink?itemId=EST-19&JSESSIONID=SD1SL8FF10ADFF6781 HTTP 1.1" 200 1787 "http://www.buttercupgames.com/category.screen?categoryId=ARCADE" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3" 844
