- - [18/Aug/2020:01:11:53] "POST /category.screen?categoryId=ARCADE&JSESSIONID=SD7SL2FF5ADFF13915 HTTP 1.1" 200 1464 "http://www.buttercupgames.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 882
- - [18/Aug/2020:01:11:54] "GET /category.screen?categoryId=SHOOTER&JSESSIONID=SD7SL2FF5ADFF13915 HTTP 1.1" 200 1467 "http://www.buttercupgames.com/category.screen?categoryId=SHOOTER" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 216
- - [18/Aug/2020:01:11:54] "POST /category.screen?categoryId=SIMULATION&JSESSIONID=SD7SL2FF5ADFF13915 HTTP 1.1" 200 1469 "http://www.buttercupgames.com/oldlink?itemId=EST-18" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 126
- - [18/Aug/2020:01:11:56] "GET /product.screen?productId=PZ-SG-G05&JSESSIONID=SD7SL2FF5ADFF13915 HTTP 1.1" 200 2410 "http://www.buttercupgames.com/oldlink?itemId=EST-26" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 818
- - [18/Aug/2020:16:56:13] "GET /product.screen?productId=SC-MG-G10&JSESSIONID=SD1SL6FF4ADFF18479 HTTP 1.1" 200 1758 "http://www.buttercupgames.com" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 388
- - [18/Aug/2020:16:56:14] "GET /cart.do?action=changequantity&itemId=EST-26&productId=DC-SG-G02&JSESSIONID=SD1SL6FF4ADFF18479 HTTP 1.1" 200 841 "http://www.buttercupgames.com/product.screen?productId=DC-SG-G02" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 506
- - [18/Aug/2020:16:56:15] "GET /product.screen?productId=SF-BVS-G01&JSESSIONID=SD1SL6FF4ADFF18479 HTTP 1.1" 404 2081 "http://www.buttercupgames.com/product.screen?productId=SF-BVS-G01" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 698
- - [18/Aug/2020:16:56:16] "POST /category.screen?categoryId=STRATEGY&JSESSIONID=SD1SL6FF4ADFF18479 HTTP 1.1" 200 3832 "http://www.buttercupgames.com/cart.do?action=changequantity&itemId=EST-27&productId=PZ-SG-G05" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 407
- - [18/Aug/2020:16:56:16] "GET /cart.do?action=addtocart&itemId=EST-7&productId=WC-SH-G04&JSESSIONID=SD1SL6FF4ADFF18479 HTTP 1.1" 200 1818 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-7&productId=WC-SH-G04" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 166
- - [18/Aug/2020:16:56:17] "GET /product.screen?productId=MB-AG-T01&JSESSIONID=SD1SL6FF4ADFF18479 HTTP 1.1" 200 3086 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-7&productId=MB-AG-T01" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 412
- - [18/Aug/2020:16:56:18] "GET /cart.do?action=changequantity&itemId=EST-16&JSESSIONID=SD1SL6FF4ADFF18479 HTTP 1.1" 503 3671 "http://www.buttercupgames.com/oldlink?itemId=EST-16" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 332
