- - [17/Aug/2020:01:32:51] "GET /oldlink?itemId=EST-27&JSESSIONID=SD0SL2FF3ADFF6929 HTTP 1.1" 200 360 "http://www.bing.com" "Googlebot/2.1 (http://www.googlebot.com/bot.html)" 483
- - [17/Aug/2020:01:32:52] "GET /cart.do?action=view&itemId=EST-7&productId=DB-SG-G01&JSESSIONID=SD0SL2FF3ADFF6929 HTTP 1.1" 200 3583 "http://www.buttercupgames.com/category.screen?categoryId=STRATEGY" "Googlebot/2.1 (http://www.googlebot.com/bot.html)" 114
- - [17/Aug/2020:01:32:53] "GET /cart.do?action=view&itemId=EST-19&productId=DC-SG-G02&JSESSIONID=SD0SL2FF3ADFF6929 HTTP 1.1" 200 1409 "http://www.buttercupgames.com/category.screen?categoryId=STRATEGY" "Googlebot/2.1 (http://www.googlebot.com/bot.html)" 499
- - [17/Aug/2020:01:32:54] "GET /category.screen?categoryId=STRATEGY&JSESSIONID=SD0SL2FF3ADFF6929 HTTP 1.1" 200 1586 "http://www.buttercupgames.com/category.screen?categoryId=STRATEGY" "Googlebot/2.1 (http://www.googlebot.com/bot.html)" 659
- - [17/Aug/2020:01:32:54] "GET /oldlink?itemId=EST-27&JSESSIONID=SD0SL2FF3ADFF6929 HTTP 1.1" 200 2284 "http://www.buttercupgames.com/oldlink?itemId=EST-27" "Googlebot/2.1 (http://www.googlebot.com/bot.html)" 422
- - [17/Aug/2020:01:32:55] "POST /oldlink?itemId=EST-12&JSESSIONID=SD0SL2FF3ADFF6929 HTTP 1.1" 200 2087 "http://www.buttercupgames.com/oldlink?itemId=EST-12" "Googlebot/2.1 (http://www.googlebot.com/bot.html)" 631
- - [17/Aug/2020:01:32:55] "GET /product.screen?productId=WC-SH-G04&JSESSIONID=SD0SL2FF3ADFF6929 HTTP 1.1" 200 2606 "http://www.buttercupgames.com/category.screen?categoryId=SHOOTER" "Googlebot/2.1 (http://www.googlebot.com/bot.html)" 672
- - [17/Aug/2020:01:32:55] "POST /cart.do?action=addtocart&itemId=EST-17&productId=WC-SH-G04&JSESSIONID=SD0SL2FF3ADFF6929 HTTP 1.1" 200 1426 "http://www.buttercupgames.com/product.screen?productId=WC-SH-G04" "Googlebot/2.1 (http://www.googlebot.com/bot.html)" 568
- - [17/Aug/2020:01:32:56] "POST /cart.do?action=purchase&itemId=EST-17&JSESSIONID=SD0SL2FF3ADFF6929 HTTP 1.1" 200 2442 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-17&categoryId=SHOOTER&productId=WC-SH-G04" "Googlebot/2.1 (http://www.googlebot.com/bot.html)" 859
- - [17/Aug/2020:01:32:56] "POST /cart/error.do?msg=CreditNotAccepted&JSESSIONID=SD0SL2FF3ADFF6929 HTTP 1.1" 200 3839 "http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-17" "Googlebot/2.1 (http://www.googlebot.com/bot.html)" 387
- - [17/Aug/2020:01:32:55] "GET /product.screen?productId=WC-SH-A02&JSESSIONID=SD0SL2FF3ADFF6929 HTTP 1.1" 200 3415 "http://www.buttercupgames.com/category.screen?categoryId=ACCESSORIES" "Googlebot/2.1 (http://www.googlebot.com/bot.html)" 876
- - [17/Aug/2020:01:32:55] "GET /category.screen?categoryId=ARCADE&JSESSIONID=SD0SL2FF3ADFF6929 HTTP 1.1" 200 2276 "http://www.buttercupgames.com/cart.do?action=remove&itemId=EST-17&productId=MB-AG-G07" "Googlebot/2.1 (http://www.googlebot.com/bot.html)" 538
- - [17/Aug/2020:01:32:56] "GET /product.screen?productId=DB-SG-G01&JSESSIONID=SD0SL2FF3ADFF6929 HTTP 1.1" 200 3410 "http://www.buttercupgames.com/category.screen?categoryId=STRATEGY" "Googlebot/2.1 (http://www.googlebot.com/bot.html)" 976
- - [17/Aug/2020:01:32:56] "POST /cart.do?action=addtocart&itemId=EST-27&productId=DB-SG-G01&JSESSIONID=SD0SL2FF3ADFF6929 HTTP 1.1" 200 3685 "http://www.buttercupgames.com/product.screen?productId=DB-SG-G01" "Googlebot/2.1 (http://www.googlebot.com/bot.html)" 218
- - [17/Aug/2020:01:32:56] "POST /cart.do?action=purchase&itemId=EST-27&JSESSIONID=SD0SL2FF3ADFF6929 HTTP 1.1" 200 2554 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-27&categoryId=STRATEGY&productId=DB-SG-G01" "Googlebot/2.1 (http://www.googlebot.com/bot.html)" 260
- - [17/Aug/2020:01:32:57] "POST /cart/success.do?JSESSIONID=SD0SL2FF3ADFF6929 HTTP 1.1" 200 3953 "http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-27" "Googlebot/2.1 (http://www.googlebot.com/bot.html)" 521
- - [17/Aug/2020:21:00:46] "GET /oldlink?itemId=EST-18&JSESSIONID=SD6SL8FF8ADFF12573 HTTP 1.1" 200 2060 "http://www.google.com" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0" 252
- - [17/Aug/2020:21:00:47] "GET /oldlink?itemId=EST-21&JSESSIONID=SD6SL8FF8ADFF12573 HTTP 1.1" 500 1961 "http://www.buttercupgames.com/category.screen?categoryId=NULL" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0" 701
- - [17/Aug/2020:21:00:48] "POST /category.screen?categoryId=STRATEGY&JSESSIONID=SD6SL8FF8ADFF12573 HTTP 1.1" 200 1729 "http://www.buttercupgames.com/oldlink?itemId=EST-13" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0" 788
- - [18/Aug/2020:04:27:12] "GET /product.screen?productId=WC-SH-A02&JSESSIONID=SD10SL7FF5ADFF15139 HTTP 1.1" 200 2378 "http://www.google.com" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0" 258
- - [18/Aug/2020:04:27:12] "GET /cart.do?action=addtocart&itemId=EST-7&productId=WC-SH-G04&JSESSIONID=SD10SL7FF5ADFF15139 HTTP 1.1" 200 1975 "http://www.buttercupgames.com/product.screen?productId=WC-SH-G04" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0" 746
- - [18/Aug/2020:15:03:17] "GET /cart.do?action=view&itemId=EST-15&productId=MB-AG-G07&JSESSIONID=SD9SL6FF7ADFF17807 HTTP 1.1" 200 2067 "http://www.google.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)" 836
- - [18/Aug/2020:19:07:16] "POST /cart.do?action=addtocart&itemId=EST-26&productId=BS-AG-G09&JSESSIONID=SD4SL6FF10ADFF19100 HTTP 1.1" 200 2518 "http://www.bing.com" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5" 878
- - [18/Aug/2020:19:07:17] "GET /category.screen?categoryId=TEE&JSESSIONID=SD4SL6FF10ADFF19100 HTTP 1.1" 200 3361 "http://www.buttercupgames.com/product.screen?productId=MB-AG-T01" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5" 723
- - [18/Aug/2020:19:07:18] "GET /product.screen?productId=WC-SH-A02&JSESSIONID=SD4SL6FF10ADFF19100 HTTP 1.1" 200 1377 "http://www.buttercupgames.com/oldlink?itemId=EST-27" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5" 682
- - [19/Aug/2020:03:24:16] "GET /oldlink?itemId=EST-17&JSESSIONID=SD1SL6FF4ADFF21799 HTTP 1.1" 200 3662 "http://www.google.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 149
- - [19/Aug/2020:17:01:00] "GET /category.screen?categoryId=STRATEGY&JSESSIONID=SD10SL7FF5ADFF25639 HTTP 1.1" 200 297 "http://www.buttercupgames.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 519
- - [19/Aug/2020:17:01:00] "GET /product.screen?productId=SF-BVS-G01&JSESSIONID=SD10SL7FF5ADFF25639 HTTP 1.1" 404 1708 "http://www.buttercupgames.com/category.screen?categoryId=NULL" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 377
- - [19/Aug/2020:17:01:01] "POST /cart.do?action=changequantity&itemId=EST-12&productId=WC-SH-G04&JSESSIONID=SD10SL7FF5ADFF25639 HTTP 1.1" 200 504 "http://www.buttercupgames.com/product.screen?productId=WC-SH-G04" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 709
- - [19/Aug/2020:17:01:03] "GET /product.screen?productId=DC-SG-G02&JSESSIONID=SD10SL7FF5ADFF25639 HTTP 1.1" 200 2661 "http://www.buttercupgames.com/category.screen?categoryId=STRATEGY" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 381
- - [19/Aug/2020:17:01:04] "GET /category.screen?categoryId=NULL&JSESSIONID=SD10SL7FF5ADFF25639 HTTP 1.1" 408 1065 "http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-15" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 317
- - [19/Aug/2020:17:01:04] "GET /oldlink?itemId=EST-16&JSESSIONID=SD10SL7FF5ADFF25639 HTTP 1.1" 200 2632 "http://www.buttercupgames.com/category.screen?categoryId=STRATEGY" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 775
- - [19/Aug/2020:17:01:05] "GET /oldlink?itemId=EST-15&JSESSIONID=SD10SL7FF5ADFF25639 HTTP 1.1" 200 2172 "http://www.buttercupgames.com/product.screen?productId=WC-SH-T02" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 846
- - [19/Aug/2020:17:01:06] "GET /oldlink?itemId=EST-14&JSESSIONID=SD10SL7FF5ADFF25639 HTTP 1.1" 503 3894 "http://www.buttercupgames.com/cart.do?action=changequantity&itemId=EST-14" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5" 585
- - [19/Aug/2020:19:01:27] "POST /category.screen?categoryId=ARCADE&JSESSIONID=SD9SL8FF4ADFF26228 HTTP 1.1" 200 1236 "http://www.google.com" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 474
- - [19/Aug/2020:19:01:28] "GET /product.screen?productId=DB-SG-G01&JSESSIONID=SD9SL8FF4ADFF26228 HTTP 1.1" 200 1528 "http://www.buttercupgames.com/cart.do?action=view&itemId=EST-12&productId=DB-SG-G01" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 609
- - [19/Aug/2020:19:01:29] "POST /oldlink?itemId=EST-21&JSESSIONID=SD9SL8FF4ADFF26228 HTTP 1.1" 200 1798 "http://www.buttercupgames.com/cart.do?action=changequantity&itemId=EST-21&productId=WC-SH-G04" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 854
- - [19/Aug/2020:19:01:30] "POST /product.screen?productId=FI-AG-G08&JSESSIONID=SD9SL8FF4ADFF26228 HTTP 1.1" 200 2961 "http://www.buttercupgames.com/oldlink?itemId=EST-14" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 320
