- - [17/Aug/2020:07:16:21] "GET /cart.do?action=changequantity&itemId=EST-18&productId=BS-AG-G09&JSESSIONID=SD0SL3FF8ADFF8842 HTTP 1.1" 200 1788 "http://www.buttercupgames.com" "Googlebot/2.1 (http://www.googlebot.com/bot.html)" 379
- - [17/Aug/2020:07:16:22] "GET /cart.do?action=view&itemId=EST-17&productId=WC-SH-A01&JSESSIONID=SD0SL3FF8ADFF8842 HTTP 1.1" 200 1348 "http://www.buttercupgames.com/oldlink?itemId=EST-17" "Googlebot/2.1 (http://www.googlebot.com/bot.html)" 195
- - [17/Aug/2020:07:16:22] "GET /oldlink?itemId=EST-15&JSESSIONID=SD0SL3FF8ADFF8842 HTTP 1.1" 200 2938 "http://www.buttercupgames.com/cart.do?action=changequantity&itemId=EST-15&productId=DC-SG-G02" "Googlebot/2.1 (http://www.googlebot.com/bot.html)" 486
- - [17/Aug/2020:07:16:23] "POST /category.screen?categoryId=STRATEGY&JSESSIONID=SD0SL3FF8ADFF8842 HTTP 1.1" 200 481 "http://www.buttercupgames.com/oldlink?itemId=EST-7" "Googlebot/2.1 (http://www.googlebot.com/bot.html)" 734
- - [17/Aug/2020:07:16:23] "GET /oldlink?itemId=EST-18&JSESSIONID=SD0SL3FF8ADFF8842 HTTP 1.1" 200 2425 "http://www.buttercupgames.com/oldlink?itemId=EST-18" "Googlebot/2.1 (http://www.googlebot.com/bot.html)" 662
- - [17/Aug/2020:07:16:25] "GET /product.screen?productId=WC-SH-A01&JSESSIONID=SD0SL3FF8ADFF8842 HTTP 1.1" 200 707 "http://www.buttercupgames.com/category.screen?categoryId=ACCESSORIES" "Googlebot/2.1 (http://www.googlebot.com/bot.html)" 241
- - [17/Aug/2020:07:16:26] "GET /category.screen?categoryId=SPORTS&JSESSIONID=SD0SL3FF8ADFF8842 HTTP 1.1" 200 3491 "http://www.buttercupgames.com/category.screen?categoryId=SPORTS" "Googlebot/2.1 (http://www.googlebot.com/bot.html)" 938
- - [17/Aug/2020:07:16:27] "POST /product.screen?productId=WC-SH-T02&JSESSIONID=SD0SL3FF8ADFF8842 HTTP 1.1" 200 1022 "http://www.buttercupgames.com/product.screen?productId=WC-SH-T02" "Googlebot/2.1 (http://www.googlebot.com/bot.html)" 886
- - [17/Aug/2020:07:16:28] "GET /category.screen?categoryId=NULL&JSESSIONID=SD0SL3FF8ADFF8842 HTTP 1.1" 400 3371 "http://www.buttercupgames.com/cart.do?action=view&itemId=EST-6" "Googlebot/2.1 (http://www.googlebot.com/bot.html)" 270
- - [17/Aug/2020:07:16:29] "POST /cart.do?action=addtocart&itemId=EST-27&productId=CU-PG-G06&JSESSIONID=SD0SL3FF8ADFF8842 HTTP 1.1" 200 3796 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-27&productId=CU-PG-G06" "Googlebot/2.1 (http://www.googlebot.com/bot.html)" 778
- - [17/Aug/2020:07:16:30] "GET /product.screen?productId=DC-SG-G02&JSESSIONID=SD0SL3FF8ADFF8842 HTTP 1.1" 200 790 "http://www.buttercupgames.com/oldlink?itemId=EST-14" "Googlebot/2.1 (http://www.googlebot.com/bot.html)" 247
- - [17/Aug/2020:07:16:32] "POST /oldlink?itemId=EST-14&JSESSIONID=SD0SL3FF8ADFF8842 HTTP 1.1" 200 2255 "http://www.buttercupgames.com/oldlink?itemId=EST-14" "Googlebot/2.1 (http://www.googlebot.com/bot.html)" 948
- - [17/Aug/2020:20:17:39] "POST /oldlink?itemId=EST-18&JSESSIONID=SD3SL1FF5ADFF12319 HTTP 1.1" 200 1741 "http://www.bing.com" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 249
- - [17/Aug/2020:20:17:40] "GET /product.screen?productId=DB-SG-G01&JSESSIONID=SD3SL1FF5ADFF12319 HTTP 1.1" 200 2294 "http://www.buttercupgames.com/category.screen?categoryId=STRATEGY" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 571
- - [17/Aug/2020:20:17:42] "POST /cart.do?action=addtocart&itemId=EST-14&productId=DB-SG-G01&JSESSIONID=SD3SL1FF5ADFF12319 HTTP 1.1" 200 1252 "http://www.buttercupgames.com/product.screen?productId=DB-SG-G01" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 208
- - [17/Aug/2020:20:17:43] "POST /cart.do?action=purchase&itemId=EST-14&JSESSIONID=SD3SL1FF5ADFF12319 HTTP 1.1" 200 2314 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-14&categoryId=STRATEGY&productId=DB-SG-G01" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 743
- - [17/Aug/2020:20:17:43] "POST /cart/success.do?JSESSIONID=SD3SL1FF5ADFF12319 HTTP 1.1" 200 1869 "http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-14" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 613
- - [17/Aug/2020:20:17:41] "GET /product.screen?productId=DB-SG-G01&JSESSIONID=SD3SL1FF5ADFF12319 HTTP 1.1" 200 597 "http://www.buttercupgames.com/category.screen?categoryId=STRATEGY" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 857
- - [17/Aug/2020:20:17:41] "POST /cart.do?action=addtocart&itemId=EST-17&productId=DB-SG-G01&JSESSIONID=SD3SL1FF5ADFF12319 HTTP 1.1" 200 2985 "http://www.buttercupgames.com/product.screen?productId=DB-SG-G01" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 266
- - [17/Aug/2020:20:17:41] "POST /cart.do?action=purchase&itemId=EST-17&JSESSIONID=SD3SL1FF5ADFF12319 HTTP 1.1" 200 2785 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-17&categoryId=STRATEGY&productId=DB-SG-G01" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 551
- - [17/Aug/2020:20:17:42] "POST /cart/success.do?JSESSIONID=SD3SL1FF5ADFF12319 HTTP 1.1" 200 1600 "http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-17" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 785
- - [17/Aug/2020:20:17:41] "GET /oldlink?itemId=EST-7&JSESSIONID=SD3SL1FF5ADFF12319 HTTP 1.1" 200 989 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-7&productId=WC-SH-G04" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 271
- - [17/Aug/2020:20:17:42] "GET /oldlink?itemId=EST-15&JSESSIONID=SD3SL1FF5ADFF12319 HTTP 1.1" 500 273 "http://www.buttercupgames.com/cart.do?action=view&itemId=EST-15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 318
- - [17/Aug/2020:20:17:43] "GET /cart.do?action=view&itemId=EST-26&JSESSIONID=SD3SL1FF5ADFF12319 HTTP 1.1" 505 2603 "http://www.buttercupgames.com/product.screen?productId=SF-BVS-G01" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 453
- - [17/Aug/2020:20:17:44] "GET /product.screen?productId=PZ-SG-G05&JSESSIONID=SD3SL1FF5ADFF12319 HTTP 1.1" 200 1587 "http://www.buttercupgames.com/category.screen?categoryId=STRATEGY" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 792
- - [17/Aug/2020:20:17:45] "POST /cart.do?action=addtocart&itemId=EST-15&productId=PZ-SG-G05&JSESSIONID=SD3SL1FF5ADFF12319 HTTP 1.1" 200 3497 "http://www.buttercupgames.com/product.screen?productId=PZ-SG-G05" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 867
- - [17/Aug/2020:20:17:46] "POST /cart.do?action=purchase&itemId=EST-15&JSESSIONID=SD3SL1FF5ADFF12319 HTTP 1.1" 200 1333 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-15&categoryId=STRATEGY&productId=PZ-SG-G05" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 600
- - [17/Aug/2020:20:17:46] "POST /cart/success.do?JSESSIONID=SD3SL1FF5ADFF12319 HTTP 1.1" 200 860 "http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-15" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 542
- - [17/Aug/2020:20:17:44] "GET /cart.do?action=view&itemId=EST-18&JSESSIONID=SD3SL1FF5ADFF12319 HTTP 1.1" 408 3353 "http://www.buttercupgames.com/product.screen?productId=SF-BVS-G01" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 105
- - [17/Aug/2020:20:17:45] "GET /category.screen?categoryId=NULL&JSESSIONID=SD3SL1FF5ADFF12319 HTTP 1.1" 406 3748 "http://www.buttercupgames.com/cart.do?action=view&itemId=EST-13" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 648
- - [17/Aug/2020:20:17:46] "GET /oldlink?itemId=EST-6&JSESSIONID=SD3SL1FF5ADFF12319 HTTP 1.1" 200 3569 "http://www.buttercupgames.com/oldlink?itemId=EST-6" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 874
- - [17/Aug/2020:20:17:46] "POST /cart.do?action=addtocart&itemId=EST-21&productId=MB-AG-G07&JSESSIONID=SD3SL1FF5ADFF12319 HTTP 1.1" 200 3392 "http://www.buttercupgames.com/oldlink?itemId=EST-21" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)" 602
